,index,UTC timestamp,Annee,Date/Heure,Dir. du vent (10s deg),Dir. du vent Indicateur,Heure,Hmdx,Hmdx Indicateur,Hum,Hum. rel. Indicateur,Jour,Mois,Temp Indicateur,Temps,Vit. du vent Indicateur,eolien,eolien ind,point de rosee,point de rosee ind,pression,pression ind,qualite donnee,temp,vent,visi,visi ind,wday,ferie,averses,neige,pluie,fort,modere,verglas,bruine,poudrerie,brouillard,nuageux,orage,degage,precip,brr,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,LV,MMJ,SD,total
2172,1198944,1540900800,2018,2018-10-30 12:00,26.0,0.0,12,0.0,0.0,70.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-0,5",0.0,101.18,0.0,0,4.5,23.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1366.0
2173,1199496,1540904400,2018,2018-10-30 13:00,27.0,0.0,13,0.0,0.0,68.0,0.0,30,10,0.0,Nuageux,0.0,0.0,0.0,"-1,3",0.0,101.22,0.0,0,4.0,24.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1366.0
2174,1200048,1540908000,2018,2018-10-30 14:00,25.0,0.0,14,0.0,0.0,68.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,3",0.0,101.27,0.0,0,4.0,26.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1121.0
2175,1200600,1540911600,2018,2018-10-30 15:00,25.0,0.0,15,0.0,0.0,67.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,7",0.0,101.34,0.0,0,3.9,25.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1413.0
2176,1201152,1540915200,2018,2018-10-30 16:00,25.0,0.0,16,0.0,0.0,67.0,0.0,30,10,0.0,Généralement nuageux,0.0,0.0,0.0,"-1,7",0.0,101.32,0.0,0,3.9,17.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2482.0
2177,1201704,1540918800,2018,2018-10-30 17:00,24.0,0.0,17,0.0,0.0,72.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,0",0.0,101.37,0.0,0,3.5,17.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3959.0
2178,1202256,1540922400,2018,2018-10-30 18:00,24.0,0.0,18,0.0,0.0,72.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,2",0.0,101.47,0.0,0,3.4,18.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2755.0
2179,1202808,1540926000,2018,2018-10-30 19:00,24.0,0.0,19,0.0,0.0,73.0,0.0,30,10,0.0,Généralement nuageux,0.0,0.0,0.0,"-1,5",0.0,101.45,0.0,0,2.8,15.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1728.0
2180,1203360,1540929600,2018,2018-10-30 20:00,27.0,0.0,20,0.0,0.0,78.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,9",0.0,101.46,0.0,0,1.6,8.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1223.0
2181,1203912,1540933200,2018,2018-10-30 21:00,23.0,0.0,21,0.0,0.0,78.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,6",0.0,101.46,0.0,0,1.8,8.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1051.0
2182,1204464,1540936800,2018,2018-10-30 22:00,24.0,0.0,22,0.0,0.0,85.0,0.0,30,10,0.0,Dégagé,0.0,-3.0,0.0,"-2,3",0.0,101.45,0.0,0,0.0,9.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,854.0
2183,1205016,1540940400,2018,2018-10-30 23:00,22.0,0.0,23,0.0,0.0,84.0,0.0,30,10,0.0,0,0.0,0.0,0.0,"-1,6",0.0,101.43,0.0,0,0.9,3.0,24.1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,497.0
2184,1205568,1540944000,2018,2018-10-31 00:00,36.0,0.0,0,0.0,0.0,90.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"-1,5",0.0,101.47,0.0,0,-0.1,1.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,249.0
2185,1206120,1540947600,2018,2018-10-31 01:00,4.0,0.0,1,0.0,0.0,88.0,0.0,31,10,0.0,Généralement nuageux,0.0,-2.0,0.0,"-2,4",0.0,101.49,0.0,0,-0.5,5.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,113.0
2186,1206672,1540951200,2018,2018-10-31 02:00,36.0,0.0,2,0.0,0.0,88.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"-1,4",0.0,101.47,0.0,0,0.4,2.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,76.0
2187,1207224,1540954800,2018,2018-10-31 03:00,12.0,0.0,3,0.0,0.0,90.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"-0,3",0.0,101.42,0.0,0,1.2,8.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,51.0
2188,1207776,1540958400,2018,2018-10-31 04:00,14.0,0.0,4,0.0,0.0,89.0,0.0,31,10,0.0,Nuageux,0.0,0.0,0.0,"-0,3",0.0,101.4,0.0,0,1.4,4.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39.0
2189,1208328,1540962000,2018,2018-10-31 05:00,10.0,0.0,5,0.0,0.0,82.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"-0,5",0.0,101.36,0.0,0,2.2,10.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,113.0
2190,1208880,1540965600,2018,2018-10-31 06:00,11.0,0.0,6,0.0,0.0,79.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"-1,1",0.0,101.3,0.0,0,2.2,10.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,489.0
2191,1209432,1540969200,2018,2018-10-31 07:00,7.0,0.0,7,0.0,0.0,81.0,0.0,31,10,0.0,Nuageux,0.0,0.0,0.0,"-0,2",0.0,101.18,0.0,0,2.7,9.0,48.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1562.0
2192,1209984,1540972800,2018,2018-10-31 08:00,12.0,0.0,8,0.0,0.0,82.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"0,7",0.0,101.18,0.0,0,3.5,11.0,24.1,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3504.0
2193,1210536,1540976400,2018,2018-10-31 09:00,10.0,0.0,9,0.0,0.0,87.0,0.0,31,10,0.0,Pluie,0.0,0.0,0.0,"1,6",0.0,101.09,0.0,0,3.6,12.0,16.1,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2182.0
2194,1211088,1540980000,2018,2018-10-31 10:00,10.0,0.0,10,0.0,0.0,89.0,0.0,31,10,0.0,Pluie,0.0,0.0,0.0,"1,8",0.0,100.96,0.0,0,3.5,15.0,16.1,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,661.0
2195,1211640,1540983600,2018,2018-10-31 11:00,10.0,0.0,11,0.0,0.0,90.0,0.0,31,10,0.0,Pluie,0.0,0.0,0.0,"2,0",0.0,100.88,0.0,0,3.5,15.0,11.3,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,472.0
2196,1212192,1540987200,2018,2018-10-31 12:00,11.0,0.0,12,0.0,0.0,87.0,0.0,31,10,0.0,Pluie,0.0,0.0,0.0,"1,7",0.0,100.67,0.0,0,3.7,22.0,11.3,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,444.0
2197,1212744,1540990800,2018,2018-10-31 13:00,11.0,0.0,13,0.0,0.0,89.0,0.0,31,10,0.0,Pluie,0.0,0.0,0.0,"2,0",0.0,100.56,0.0,0,3.6,18.0,12.9,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,374.0
2198,1213296,1540994400,2018,2018-10-31 14:00,10.0,0.0,14,0.0,0.0,91.0,0.0,31,10,0.0,Pluie,0.0,0.0,0.0,"2,3",0.0,100.46,0.0,0,3.6,16.0,11.3,0.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,470.0
2199,1213848,1540998000,2018,2018-10-31 15:00,7.0,0.0,15,0.0,0.0,92.0,0.0,31,10,0.0,"Pluie,Brouillard",0.0,0.0,0.0,"2,9",0.0,100.45,0.0,0,4.1,9.0,9.7,0.0,2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,618.0
2200,1214400,1541001600,2018,2018-10-31 16:00,4.0,0.0,16,0.0,0.0,94.0,0.0,31,10,0.0,"Pluie,Brouillard",0.0,0.0,0.0,"3,4",0.0,100.45,0.0,0,4.2,13.0,6.4,0.0,2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1143.0
2201,1214952,1541005200,2018,2018-10-31 17:00,4.0,0.0,17,0.0,0.0,96.0,0.0,31,10,0.0,"Pluie,Brouillard",0.0,0.0,0.0,"3,8",0.0,100.41,0.0,0,4.3,10.0,6.4,0.0,2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1702.0
2202,1215504,1541008800,2018,2018-10-31 18:00,1.0,0.0,18,0.0,0.0,97.0,0.0,31,10,0.0,"Bruine,Brouillard",0.0,0.0,0.0,"4,1",0.0,100.43,0.0,0,4.6,7.0,6.4,0.0,2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1141.0
2203,1216056,1541012400,2018,2018-10-31 19:00,35.0,0.0,19,0.0,0.0,97.0,0.0,31,10,0.0,"Bruine,Brouillard",0.0,0.0,0.0,"3,7",0.0,100.46,0.0,0,4.2,11.0,4.8,0.0,2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,944.0
2204,1216608,1541016000,2018,2018-10-31 20:00,35.0,0.0,20,0.0,0.0,97.0,0.0,31,10,0.0,"Bruine,Brouillard",0.0,0.0,0.0,"3,0",0.0,100.47,0.0,0,3.5,10.0,4.8,0.0,2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,797.0
2205,1217160,1541019600,2018,2018-10-31 21:00,33.0,0.0,21,0.0,0.0,97.0,0.0,31,10,0.0,0,0.0,0.0,0.0,"3,2",0.0,100.5,0.0,0,3.6,5.0,11.3,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,740.0
2206,1217712,1541023200,2018,2018-10-31 22:00,30.0,0.0,22,0.0,0.0,97.0,0.0,31,10,0.0,Nuageux,0.0,0.0,0.0,"2,8",0.0,100.64,0.0,0,3.3,7.0,12.9,0.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,632.0
2207,1218264,1541026800,2018,2018-10-31 23:00,28.0,0.0,23,0.0,0.0,97.0,0.0,31,10,0.0,Brouillard,0.0,0.0,0.0,"2,9",0.0,100.63,0.0,0,3.4,5.0,6.4,0.0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,371.0
2208,1218816,1541030400,2018,2018-11-01 00:00,25.0,0.0,0,0.0,0.0,97.0,0.0,1,11,0.0,Brouillard,0.0,0.0,0.0,"3,1",0.0,100.65,0.0,0,3.5,7.0,1.6,0.0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,225.0
2209,1219368,1541034000,2018,2018-11-01 01:00,25.0,0.0,1,0.0,0.0,98.0,0.0,1,11,0.0,Brouillard,0.0,0.0,0.0,"3,5",0.0,100.73,0.0,0,3.8,9.0,0.8,0.0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,150.0
2210,1219920,1541037600,2018,2018-11-01 02:00,23.0,0.0,2,0.0,0.0,98.0,0.0,1,11,0.0,Brouillard,0.0,0.0,0.0,"3,6",0.0,100.81,0.0,0,3.9,13.0,2.4,0.0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,144.0
2211,1220472,1541041200,2018,2018-11-01 03:00,23.0,0.0,3,0.0,0.0,98.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"3,7",0.0,100.82,0.0,0,4.0,12.0,11.3,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,166.0
2212,1221024,1541044800,2018,2018-11-01 04:00,25.0,0.0,4,0.0,0.0,97.0,0.0,1,11,0.0,Nuageux,0.0,0.0,0.0,"3,5",0.0,100.8,0.0,0,4.0,12.0,12.9,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,65.0
2213,1221576,1541048400,2018,2018-11-01 05:00,25.0,0.0,5,0.0,0.0,95.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"3,7",0.0,100.82,0.0,0,4.4,7.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,109.0
2214,1222128,1541052000,2018,2018-11-01 06:00,28.0,0.0,6,0.0,0.0,94.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"3,5",0.0,100.86,0.0,0,4.4,9.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,429.0
2215,1222680,1541055600,2018,2018-11-01 07:00,26.0,0.0,7,0.0,0.0,93.0,0.0,1,11,0.0,Nuageux,0.0,0.0,0.0,"3,7",0.0,100.89,0.0,0,4.8,6.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1396.0
2216,1223232,1541059200,2018,2018-11-01 08:00,24.0,0.0,8,0.0,0.0,94.0,0.0,1,11,0.0,Brouillard,0.0,0.0,0.0,"3,9",0.0,100.95,0.0,0,4.8,8.0,9.7,0.0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3367.0
2217,1223784,1541062800,2018,2018-11-01 09:00,21.0,0.0,9,0.0,0.0,92.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"4,1",0.0,100.95,0.0,0,5.2,8.0,11.3,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2261.0
2218,1224336,1541066400,2018,2018-11-01 10:00,21.0,0.0,10,0.0,0.0,92.0,0.0,1,11,0.0,Nuageux,0.0,0.0,0.0,"4,5",0.0,100.92,0.0,0,5.7,9.0,12.9,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1161.0
2219,1224888,1541070000,2018,2018-11-01 11:00,21.0,0.0,11,0.0,0.0,89.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"4,9",0.0,100.9,0.0,0,6.6,6.0,12.9,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1140.0
2220,1225440,1541073600,2018,2018-11-01 12:00,18.0,0.0,12,0.0,0.0,87.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"5,0",0.0,100.82,0.0,0,7.0,5.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1435.0
2221,1225992,1541077200,2018,2018-11-01 13:00,18.0,0.0,13,0.0,0.0,87.0,0.0,1,11,0.0,Nuageux,0.0,0.0,0.0,"5,0",0.0,100.8,0.0,0,7.0,8.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1400.0
2222,1226544,1541080800,2018,2018-11-01 14:00,22.0,0.0,14,0.0,0.0,87.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"5,4",0.0,100.8,0.0,0,7.3,8.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1256.0
2223,1227096,1541084400,2018,2018-11-01 15:00,25.0,0.0,15,0.0,0.0,88.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"5,5",0.0,100.84,0.0,0,7.4,7.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1555.0
2224,1227648,1541088000,2018,2018-11-01 16:00,28.0,0.0,16,0.0,0.0,86.0,0.0,1,11,0.0,Nuageux,0.0,0.0,0.0,"5,3",0.0,100.91,0.0,0,7.4,7.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2628.0
2225,1228200,1541091600,2018,2018-11-01 17:00,3.0,0.0,17,0.0,0.0,86.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"4,9",0.0,100.87,0.0,0,7.1,5.0,16.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3865.0
2226,1228752,1541095200,2018,2018-11-01 18:00,5.0,0.0,18,0.0,0.0,87.0,0.0,1,11,0.0,0,0.0,0.0,0.0,"4,9",0.0,100.87,0.0,0,6.8,7.0,12.9,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2784.0
2227,1229304,1541098800,2018,2018-11-01 19:00,2.0,0.0,19,0.0,0.0,89.0,0.0,1,11,0.0,Nuageux,0.0,0.0,0.0,"5,1",0.0,100.8,0.0,0,6.8,14.0,24.1,0.0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1814.0
2228,1229856,1541102400,2018,2018-11-01 20:00,2.0,0.0,20,0.0,0.0,93.0,0.0,1,11,0.0,"Pluie,Brouillard",0.0,0.0,0.0,"5,2",0.0,100.86,0.0,0,6.3,12.0,9.7,0.0,3,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1327.0
2229,1230408,1541106000,2018,2018-11-01 21:00,3.0,0.0,21,0.0,0.0,95.0,0.0,1,11,0.0,Pluie,0.0,0.0,0.0,"5,2",0.0,100.84,0.0,0,6.0,14.0,12.9,0.0,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,693.0
2230,1230960,1541109600,2018,2018-11-01 22:00,5.0,0.0,22,0.0,0.0,95.0,0.0,1,11,0.0,Pluie,0.0,0.0,0.0,"4,9",0.0,100.69,0.0,0,5.6,22.0,16.1,0.0,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,449.0
2231,1231512,1541113200,2018,2018-11-01 23:00,4.0,0.0,23,0.0,0.0,95.0,0.0,1,11,0.0,Pluie,0.0,0.0,0.0,"4,7",0.0,100.64,0.0,0,5.4,19.0,12.9,0.0,3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,302.0
2232,1232064,1541116800,2018,2018-11-02 00:00,4.0,0.0,0,0.0,0.0,95.0,0.0,2,11,0.0,Pluie,0.0,0.0,0.0,"4,6",0.0,100.59,0.0,0,5.3,22.0,12.9,0.0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,122.0
2233,1232616,1541120400,2018,2018-11-02 01:00,4.0,0.0,1,0.0,0.0,94.0,0.0,2,11,0.0,Pluie,0.0,0.0,0.0,"4,3",0.0,100.48,0.0,0,5.2,25.0,11.3,0.0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,101.0
2234,1233168,1541124000,2018,2018-11-02 02:00,4.0,0.0,2,0.0,0.0,94.0,0.0,2,11,0.0,Pluie,0.0,0.0,0.0,"4,1",0.0,100.38,0.0,0,5.0,27.0,11.3,0.0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,52.0
2235,1233720,1541127600,2018,2018-11-02 03:00,4.0,0.0,3,0.0,0.0,93.0,0.0,2,11,0.0,Pluie,0.0,0.0,0.0,"3,7",0.0,100.28,0.0,0,4.7,30.0,12.9,0.0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27.0
2236,1234272,1541131200,2018,2018-11-02 04:00,5.0,0.0,4,0.0,0.0,93.0,0.0,2,11,0.0,Pluie,0.0,0.0,0.0,"3,5",0.0,100.15,0.0,0,4.5,32.0,11.3,0.0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,33.0
2237,1234824,1541134800,2018,2018-11-02 05:00,5.0,0.0,5,0.0,0.0,94.0,0.0,2,11,0.0,Pluie,0.0,0.0,0.0,"3,4",0.0,100.03,0.0,0,4.4,30.0,11.3,0.0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,65.0
