dayOfWeek1.period1Max,dayOfWeek1.period1Min,dayOfWeek1.period1Target,dayOfWeek1.period2Max,dayOfWeek1.period2Min,dayOfWeek1.period2Target,dayOfWeek1.period3Max,dayOfWeek1.period3Min,dayOfWeek1.period3Target,dayOfWeek1.period4Max,dayOfWeek1.period4Min,dayOfWeek1.period4Target,dayOfWeek1.period5max,dayOfWeek1.period5min,dayOfWeek1.period5target,dayOfWeek1.sector,dayOfWeek1.sector.id,dayOfWeek2.period1Max,dayOfWeek2.period1Min,dayOfWeek2.period1Target,dayOfWeek2.period2Max,dayOfWeek2.period2Min,dayOfWeek2.period2Target,dayOfWeek2.period3Max,dayOfWeek2.period3Min,dayOfWeek2.period3Target,dayOfWeek2.period4Max,dayOfWeek2.period4Min,dayOfWeek2.period4Target,dayOfWeek2.period5max,dayOfWeek2.period5min,dayOfWeek2.period5target,dayOfWeek2.sector,dayOfWeek2.sector.id,dayOfWeek3.period1Max,dayOfWeek3.period1Min,dayOfWeek3.period1Target,dayOfWeek3.period2Max,dayOfWeek3.period2Min,dayOfWeek3.period2Target,dayOfWeek3.period3Max,dayOfWeek3.period3Min,dayOfWeek3.period3Target,dayOfWeek3.period4Max,dayOfWeek3.period4Min,dayOfWeek3.period4Target,dayOfWeek3.period5max,dayOfWeek3.period5min,dayOfWeek3.period5target,dayOfWeek3.sector,dayOfWeek3.sector.id,dayOfWeek4.period1Max,dayOfWeek4.period1Min,dayOfWeek4.period1Target,dayOfWeek4.period2Max,dayOfWeek4.period2Min,dayOfWeek4.period2Target,dayOfWeek4.period3Max,dayOfWeek4.period3Min,dayOfWeek4.period3Target,dayOfWeek4.period4Max,dayOfWeek4.period4Min,dayOfWeek4.period4Target,dayOfWeek4.period5max,dayOfWeek4.period5min,dayOfWeek4.period5target,dayOfWeek4.sector,dayOfWeek4.sector.id,dayOfWeek5.period1Max,dayOfWeek5.period1Min,dayOfWeek5.period1Target,dayOfWeek5.period2Max,dayOfWeek5.period2Min,dayOfWeek5.period2Target,dayOfWeek5.period3Max,dayOfWeek5.period3Min,dayOfWeek5.period3Target,dayOfWeek5.period4Max,dayOfWeek5.period4Min,dayOfWeek5.period4Target,dayOfWeek5.period5max,dayOfWeek5.period5min,dayOfWeek5.period5target,dayOfWeek5.sector,dayOfWeek5.sector.id,dayOfWeek6.period1Max,dayOfWeek6.period1Min,dayOfWeek6.period1Target,dayOfWeek6.period2Max,dayOfWeek6.period2Min,dayOfWeek6.period2Target,dayOfWeek6.period3Max,dayOfWeek6.period3Min,dayOfWeek6.period3Target,dayOfWeek6.period4Max,dayOfWeek6.period4Min,dayOfWeek6.period4Target,dayOfWeek6.period5max,dayOfWeek6.period5min,dayOfWeek6.period5target,dayOfWeek6.sector,dayOfWeek6.sector.id,dayOfWeek7.period1Max,dayOfWeek7.period1Min,dayOfWeek7.period1Target,dayOfWeek7.period2Max,dayOfWeek7.period2Min,dayOfWeek7.period2Target,dayOfWeek7.period3Max,dayOfWeek7.period3Min,dayOfWeek7.period3Target,dayOfWeek7.period4Max,dayOfWeek7.period4Min,dayOfWeek7.period4Target,dayOfWeek7.period5max,dayOfWeek7.period5min,dayOfWeek7.period5target,dayOfWeek7.sector,dayOfWeek7.sector.id,id,info.capacity,info.cluster,info.eightd_has_available_keys,info.eightd_has_key_dispenser,info.index,info.installDate,info.installed,info.is_installed,info.is_renting,info.is_returning,info.last_reported,info.locked,info.num_bikes_available,info.num_bikes_disabled,info.num_docks_available,info.num_docks_disabled,info.priority,info.removalDate,info.rental_methods,info.secteur_lavage,info.secteur_redist,info.status,info.temporary,info.terminalName,label,threshold.maxMet,threshold.maxMetQty,threshold.minMet,threshold.minMetQty
90,35,70,90,35,70,95,20,70,90,40,75,90,55,80,,,95,25,60,90,30,60,95,35,65,95,40,70,110,40,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,50,80,20,50,80,20,50,80,20,50,80,10,30,,,396.0,27,"60,60,65,40",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,1,19,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6411,Clark / Prince-Arthur,,,2019-06-04T11:56:54-04,8
80,20,40,80,20,40,60,20,40,80,0,40,55,0,20,,,110,20,50,110,20,50,55,-10,35,60,0,40,70,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,40,80,20,40,80,20,50,80,20,40,80,20,40,,,389.0,24,"50,40,40,40",false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,16,1,7,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,6412,Complexe sportif Claude-Robillard,2019-06-04T11:02:30-04,16,,
50,-10,30,30,-10,15,35,-10,20,25,-10,10,25,-10,10,,,20,-10,5,85,-10,65,100,30,55,110,60,80,100,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,10,30,,,55,0,25,55,0,30,60,0,25,60,0,40,60,0,25,,,390.0,3,"35,70,55,20",false,false,,,true,false,true,true,1970-01-18T20:14:21-05,false,2,0,1,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6413,Union / Cathcart,,,,
65,-10,40,65,-10,40,70,-10,50,70,-10,40,70,10,45,,,110,-10,50,70,0,30,20,-10,5,50,-10,30,50,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,30,,,60,0,30,65,0,40,60,0,30,65,0,40,60,10,40,,,391.0,15,"50,55,55,60",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,1,0,14,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6414,Parc St-Henri (Laporte / Guay),,,,
80,20,50,80,20,50,80,0,40,80,-10,50,90,50,70,,,110,25,50,110,10,35,30,-10,10,80,30,60,85,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,-10,40,80,-10,40,80,-10,40,80,-10,40,80,-10,40,,,378.0,15,"50,40,45,66",false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,3,0,12,0,0,,"KEY,CREDITCARD",O3,ND de Grâce,ok,,6415,de Melrose / Sherbrooke,,,,
100,35,80,100,35,80,100,55,70,100,45,75,100,55,70,,,110,55,85,110,55,80,90,45,75,85,45,70,100,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,100,20,40,100,20,40,100,20,40,100,20,40,100,20,40,,,383.0,15,"80,60,60,75",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,0,12,0,0,,"KEY,CREDITCARD",O3,ND de Grâce,ok,,6416,Notre-Dame-de-Grâce / Décarie,,,2019-06-04T07:37:21-04,7
80,20,50,100,20,50,70,20,40,70,10,55,80,25,60,,,90,-10,60,90,-10,50,20,-10,5,40,-10,20,65,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,40,80,0,30,80,0,30,80,0,25,80,0,30,,,379.0,15,"50,35,45,60",false,false,,,true,false,true,true,1970-01-18T20:14:19-05,false,4,0,11,0,0,,"KEY,CREDITCARD",E2,Hochelaga Ouest,ok,,6417,de la Salle / Hochelaga,2019-06-04T11:02:27-04,4,,
80,35,60,80,35,60,80,35,60,80,20,60,85,30,60,,,80,20,60,80,20,60,80,10,35,80,10,50,95,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,85,,,100,35,80,100,35,80,85,40,85,90,40,75,85,40,65,,,380.0,15,"80,80,80,65",false,false,,,true,false,true,true,1970-01-18T20:14:12-05,false,7,0,8,0,0,,"KEY,CREDITCARD",unknown,Côte des Neiges,ok,,6418,Paré / Mountain Sights,,,,
70,20,40,65,10,40,70,10,35,70,10,30,60,10,25,,,110,-10,50,110,-10,50,60,10,30,65,0,30,55,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,20,,,60,0,30,60,10,30,70,20,40,70,5,40,70,5,35,,,384.0,23,"50,40,40,30",false,false,,,true,false,true,true,1970-01-18T20:14:16-05,false,11,0,12,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,6419,Beaucourt / de la Côte-Ste-Catherine,,,,
80,20,50,80,20,50,80,20,50,80,20,50,70,30,50,,,110,-10,50,110,-10,50,100,10,40,80,30,50,70,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,386.0,27,"50,60,60,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,14,0,13,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,6420,Métro Snowdon (de Westbury / Queen-Mary),,,,
90,20,60,90,20,60,90,10,60,90,45,70,100,55,80,,,110,60,75,110,5,20,70,10,30,80,35,65,100,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,60,,,100,35,60,100,35,60,100,20,65,100,35,60,100,45,70,,,382.0,19,"55,45,55,55",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,9,0,10,0,0,,"KEY,CREDITCARD",C10,Rosemont Ouest,ok,,6421,Cartier / Rosemont,,,,
80,20,40,80,20,40,80,20,40,80,20,40,70,50,40,,,110,10,50,110,10,50,40,0,20,60,10,50,70,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,387.0,15,"50,35,45,50",false,false,,,true,false,true,true,1970-01-18T20:14:12-05,false,3,0,12,0,0,,"KEY,CREDITCARD",N4,Ahuntsic Ouest,ok,,6422,Fleury / Lajeunesse,,,,
110,40,80,110,40,70,110,40,70,110,40,70,100,10,50,,,110,-10,50,110,-10,50,110,40,70,110,40,70,110,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,70,,,80,0,60,80,0,60,85,0,60,90,0,65,90,0,70,,,385.0,19,"50,55,50,50",false,false,,,true,false,true,true,1970-01-18T20:14:18-05,false,17,0,2,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,6423,Hôpital général juif (de la Côte Ste-Catherine / Légaré),,,,
40,0,15,40,0,15,70,25,50,65,0,20,60,0,25,,,10,-10,5,70,-10,40,90,55,70,100,60,80,80,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,20,,,40,-10,10,40,-10,10,45,-10,20,30,-10,10,25,-10,10,,,381.0,27,"20,70,65,20",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,22,0,5,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,6424,Square Chaboillez (St-Jacques / de la Cathédrale),,,,
70,20,40,70,20,40,70,20,40,70,20,40,70,0,50,,,110,-10,50,110,-10,50,65,-10,45,65,0,40,50,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,40,,,70,20,40,70,20,40,70,20,40,70,20,30,70,10,40,,,392.0,11,"50,35,30,55",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,2,0,9,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,6425,Métro de l'Église (Ross / de l'Église),,,,
65,20,40,65,20,40,70,0,50,70,0,30,55,-10,20,,,60,0,30,60,5,30,75,20,40,75,0,35,50,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,30,,,55,0,30,55,0,30,60,0,30,60,0,40,60,0,30,,,393.0,27,"50,50,50,45",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,14,0,13,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,6426,Métro Verdun (Willibrord / de Verdun),,,,
80,20,50,80,20,50,90,30,70,90,35,70,90,40,70,,,110,0,50,110,0,50,50,0,35,70,0,35,80,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,70,20,40,70,20,40,70,20,40,70,20,40,70,20,40,,,394.0,23,"50,50,50,65",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,2,18,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,6427,Métro Lasalle (de Rushbrooke / Caisse),,,,
55,-10,25,55,-10,25,55,-10,10,60,-10,30,90,35,75,,,110,0,40,110,0,40,40,-10,25,85,-10,55,90,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,55,,,70,10,55,55,-10,10,55,-10,10,65,-10,25,85,10,55,,,395.0,23,"50,10,15,15",false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,5,0,18,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,6428,Berlioz / de l'Île des Soeurs,,,,
55,-10,20,55,-10,20,60,-10,20,60,0,20,55,-10,25,,,110,-10,50,110,-10,50,50,0,30,55,0,30,60,-10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,-10,20,,,55,-10,20,55,-10,20,60,-10,20,60,-10,20,55,-10,20,,,397.0,33,"50,25,50,40",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,10,1,22,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,6429,Place du Commerce,,,,
80,20,50,80,20,50,100,10,30,100,25,55,110,-10,50,,,110,55,80,70,20,40,60,0,45,85,20,60,110,-10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,60,90,40,60,80,20,40,90,35,60,90,40,65,,,399.0,15,"50,35,45,50",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,1,7,0,0,,"KEY,CREDITCARD",O3,Westmount,ok,,6432,de Maisonneuve / Greene,,,,
80,20,55,90,25,55,85,20,50,80,20,50,110,-10,50,,,110,45,65,90,20,40,55,0,35,85,-10,60,110,-10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,15,"55,30,50,50",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,0,0,15,0,0,,"KEY,CREDITCARD",O3,Westmount,ok,,6433,Hillside / Ste-Catherine,,,2019-06-04T12:06:57-04,0
50,-10,20,50,-10,20,60,-10,15,60,-10,20,60,-10,15,,,110,-10,50,110,-10,50,65,-10,40,60,-10,20,60,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,-10,10,45,-10,10,60,-10,30,60,-10,20,60,-10,20,,,374.0,15,"50,40,20,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,0,0,15,0,0,,"KEY,CREDITCARD",R1,Parc Jean-Drapeau,ok,,6501,Metro Jean-Drapeau,,,,
40,-10,10,40,-10,10,55,-1,30,60,-10,30,40,-10,10,,,80,-10,50,80,-10,40,50,-10,25,55,-10,20,40,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,-10,10,45,-10,10,65,-10,30,60,-10,30,60,-10,20,,,375.0,19,"50,30,20,30",false,false,,,true,false,true,true,1970-01-18T20:14:17-05,false,12,0,7,0,0,,"KEY,CREDITCARD",R1,Parc Jean-Drapeau,ok,,6502,Casino de Montréal,2019-06-04T11:02:25-04,12,,
60,0,40,60,0,40,85,40,60,85,40,65,100,45,70,,,110,25,50,110,20,50,85,30,55,85,30,55,85,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,35,70,0,35,70,20,50,80,20,50,80,20,50,,,376.0,33,"50,80,75,50",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,5,0,28,0,0,,"KEY,CREDITCARD",N1,Villeray,ok,,6503,Métro Parc  (Ogilvy / Hutchison),,,2019-06-04T09:26:49-04,6
65,-10,20,65,-10,20,80,-10,30,70,0,30,65,-10,20,,,110,-10,50,110,-10,50,65,-10,25,65,0,25,65,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,-10,10,45,-10,10,60,-10,20,75,0,30,70,-10,35,,,377.0,23,"50,25,25,15",false,false,,,true,false,true,true,1970-01-18T20:14:21-05,false,10,0,13,0,0,,"KEY,CREDITCARD",R1,Parc Jean-Drapeau,ok,,6504,La Ronde,,,,
30,-10,10,30,-10,10,50,-10,25,40,-10,25,40,-10,25,,,15,-10,5,40,-10,20,50,-10,20,50,-10,25,55,-10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,-10,20,,,30,-10,15,35,-10,20,40,-10,20,35,-10,15,35,-10,20,,,10.0,15,"10,37,30,35",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,7,0,8,0,0,,"KEY,CREDITCARD",C3,UQAM,ok,,6901,Gare d'autocars de Montréal (Berri / Ontario),,,,
50,0,45,50,0,45,40,-10,30,50,-10,40,60,25,40,,,100,45,60,100,5,15,30,5,10,55,-10,30,90,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,20,,,50,0,30,50,0,30,55,10,30,55,0,20,40,0,20,,,21.0,31,"60,5,30,65",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,2,0,29,0,0,,"KEY,CREDITCARD",C4,Centre Sud,ok,,6902,Montcalm / Ontario,,,,
80,30,50,80,30,50,95,20,55,80,10,50,80,50,60,,,90,10,55,110,30,65,110,35,60,95,30,85,70,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,10,40,,,100,35,70,100,35,70,90,20,65,70,10,40,70,10,40,,,222.0,27,"60,70,80,80",false,false,,,true,false,true,true,1970-01-18T20:14:21-05,false,0,0,27,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,6903,Napoléon / St-Dominique,,,2019-06-04T09:01:19-04,5
100,20,70,100,20,70,100,10,50,100,30,60,100,50,80,,,110,45,70,110,15,50,60,10,30,85,20,60,100,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,70,,,70,10,50,70,10,50,70,10,55,70,20,50,100,40,60,,,260.0,19,"50,50,65,75",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,10,0,0,,"KEY,CREDITCARD",N2,Rosemont Ouest,ok,,6904,Fabre / Beaubien,,,,
85,40,60,85,40,60,70,20,60,80,45,65,90,55,80,,,110,-10,50,110,-10,50,60,0,40,75,20,60,85,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,65,,,70,30,65,70,30,65,70,20,60,70,35,60,85,40,65,,,261.0,19,"50,65,70,75",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,2,0,17,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6905,Parc Rosemont (Dandurand / d'Iberville),,,,
100,50,70,100,50,70,100,40,75,80,20,50,60,20,40,,,90,10,50,90,10,50,110,45,90,110,55,85,110,35,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,65,,,100,40,70,100,40,70,100,45,70,100,40,70,100,40,70,,,262.0,26,"60,80,80,55",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,22,0,4,0,0,,"KEY,CREDITCARD",C10,Rosemont Ouest,ok,,6906,Métro Rosemont (Rosemont / de St-Vallier),,,,
110,20,70,110,20,70,90,35,75,100,-10,70,100,40,70,,,100,55,80,90,30,60,100,45,65,100,50,75,100,55,85,plateau_est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,70,,,100,35,70,100,35,70,100,30,70,80,20,70,100,45,70,,,263.0,35,"85,75,75,75",false,false,100,,true,false,true,true,1970-01-18T20:14:21-05,false,15,0,20,0,0,,"KEY,CREDITCARD",C10,Rosemont Ouest,ok,,6907,Boyer / Rosemont,,,2019-06-04T06:46:06-04,19
80,20,50,80,20,50,95,35,60,90,40,65,100,35,65,,,110,45,65,110,20,50,110,30,60,110,40,65,100,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,264.0,15,"60,60,65,65",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,6,0,9,0,0,,"KEY,CREDITCARD",C10,Rosemont Ouest,ok,,6908,de Bellechasse / de St-Vallier,,,,
100,40,60,100,40,60,110,40,60,100,20,80,100,50,80,plateau_est,,100,45,75,90,30,55,110,45,65,95,50,75,100,55,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,35,75,,,100,35,70,100,35,70,100,40,70,100,35,75,90,40,60,,,274.0,23,"85,65,80,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,20,0,3,0,0,,"KEY,CREDITCARD",N2,Rosemont Ouest,ok,,6910,Boyer / Beaubien,,,,
100,50,70,100,50,70,100,40,70,100,50,80,100,55,80,,,110,60,80,110,40,65,110,50,75,110,55,75,100,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,85,,,100,45,85,100,45,85,100,35,85,100,40,70,100,50,85,,,75.0,23,"90,80,80,85",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,20,0,3,0,0,,"KEY,CREDITCARD",N2,Rosemont Ouest,ok,,6912,Métro Beaubien (de Chateaubriand / Beaubien),,,,
90,35,75,90,35,75,90,40,55,100,40,75,100,55,80,,,110,45,80,110,35,55,100,40,60,110,50,70,100,55,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,80,,,100,40,70,100,40,70,100,20,70,100,30,70,100,55,80,,,120.0,27,"75,85,80,80",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,2,0,25,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,6913,Drolet / Beaubien,,,2019-06-04T08:35:46-04,12
90,40,75,90,40,75,90,30,55,90,45,80,90,55,80,,,110,65,85,110,40,70,90,45,75,90,40,75,90,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,35,60,,,100,40,85,100,40,85,80,25,70,100,40,70,100,40,85,,,121.0,19,"80,80,75,80",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,10,0,9,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,6915,Alma / Beaubien,,,,
80,20,50,80,20,50,75,20,55,70,20,55,80,30,55,,,95,40,65,90,25,40,55,0,25,75,0,50,60,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,40,,,70,10,50,85,10,50,75,10,50,75,10,55,80,10,60,,,122.0,27,"50,40,50,50",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,10,2,15,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6916,Parc du Pélican (2e avenue / St-Joseph),,,,
80,0,40,80,0,40,60,0,30,60,20,30,70,0,40,,,110,10,50,110,10,50,60,0,20,60,0,30,70,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,40,80,20,50,80,20,50,,,272.0,15,"50,40,50,60",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,0,12,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,6917,Basile-Routhier / Chabanel,,,,
100,20,70,100,20,70,95,25,70,95,40,75,100,50,80,,,110,30,60,100,0,40,80,10,40,85,10,55,100,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,123.0,31,"50,25,40,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,16,0,15,0,0,,"KEY,CREDITCARD",C10,Rosemont Ouest,ok,,6918,Marquette / des Carrières,,,,
70,40,60,70,40,60,70,30,60,70,40,55,80,40,60,,,110,-10,50,110,-10,50,80,0,30,70,10,50,80,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,50,,,70,30,50,70,30,50,70,20,50,80,20,55,100,50,65,,,273.0,15,"50,55,65,70",false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,0,0,15,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6919,Bibliothèque de Rosemont (9e avenue / Rosemont),,,2019-06-04T11:01:52-04,0
50,0,20,40,0,20,40,20,15,30,-10,10,30,-10,5,,,25,-10,10,100,-10,75,100,20,85,90,10,40,85,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,20,,,55,0,20,55,0,20,55,0,30,60,0,20,40,0,10,,,265.0,31,"40,40,10,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,29,1,1,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6921,Augustin-Cantin / Shearer,,,,
