dayOfWeek1.period1Max,dayOfWeek1.period1Min,dayOfWeek1.period1Target,dayOfWeek1.period2Max,dayOfWeek1.period2Min,dayOfWeek1.period2Target,dayOfWeek1.period3Max,dayOfWeek1.period3Min,dayOfWeek1.period3Target,dayOfWeek1.period4Max,dayOfWeek1.period4Min,dayOfWeek1.period4Target,dayOfWeek1.period5max,dayOfWeek1.period5min,dayOfWeek1.period5target,dayOfWeek1.sector,dayOfWeek1.sector.id,dayOfWeek2.period1Max,dayOfWeek2.period1Min,dayOfWeek2.period1Target,dayOfWeek2.period2Max,dayOfWeek2.period2Min,dayOfWeek2.period2Target,dayOfWeek2.period3Max,dayOfWeek2.period3Min,dayOfWeek2.period3Target,dayOfWeek2.period4Max,dayOfWeek2.period4Min,dayOfWeek2.period4Target,dayOfWeek2.period5max,dayOfWeek2.period5min,dayOfWeek2.period5target,dayOfWeek2.sector,dayOfWeek2.sector.id,dayOfWeek3.period1Max,dayOfWeek3.period1Min,dayOfWeek3.period1Target,dayOfWeek3.period2Max,dayOfWeek3.period2Min,dayOfWeek3.period2Target,dayOfWeek3.period3Max,dayOfWeek3.period3Min,dayOfWeek3.period3Target,dayOfWeek3.period4Max,dayOfWeek3.period4Min,dayOfWeek3.period4Target,dayOfWeek3.period5max,dayOfWeek3.period5min,dayOfWeek3.period5target,dayOfWeek3.sector,dayOfWeek3.sector.id,dayOfWeek4.period1Max,dayOfWeek4.period1Min,dayOfWeek4.period1Target,dayOfWeek4.period2Max,dayOfWeek4.period2Min,dayOfWeek4.period2Target,dayOfWeek4.period3Max,dayOfWeek4.period3Min,dayOfWeek4.period3Target,dayOfWeek4.period4Max,dayOfWeek4.period4Min,dayOfWeek4.period4Target,dayOfWeek4.period5max,dayOfWeek4.period5min,dayOfWeek4.period5target,dayOfWeek4.sector,dayOfWeek4.sector.id,dayOfWeek5.period1Max,dayOfWeek5.period1Min,dayOfWeek5.period1Target,dayOfWeek5.period2Max,dayOfWeek5.period2Min,dayOfWeek5.period2Target,dayOfWeek5.period3Max,dayOfWeek5.period3Min,dayOfWeek5.period3Target,dayOfWeek5.period4Max,dayOfWeek5.period4Min,dayOfWeek5.period4Target,dayOfWeek5.period5max,dayOfWeek5.period5min,dayOfWeek5.period5target,dayOfWeek5.sector,dayOfWeek5.sector.id,dayOfWeek6.period1Max,dayOfWeek6.period1Min,dayOfWeek6.period1Target,dayOfWeek6.period2Max,dayOfWeek6.period2Min,dayOfWeek6.period2Target,dayOfWeek6.period3Max,dayOfWeek6.period3Min,dayOfWeek6.period3Target,dayOfWeek6.period4Max,dayOfWeek6.period4Min,dayOfWeek6.period4Target,dayOfWeek6.period5max,dayOfWeek6.period5min,dayOfWeek6.period5target,dayOfWeek6.sector,dayOfWeek6.sector.id,dayOfWeek7.period1Max,dayOfWeek7.period1Min,dayOfWeek7.period1Target,dayOfWeek7.period2Max,dayOfWeek7.period2Min,dayOfWeek7.period2Target,dayOfWeek7.period3Max,dayOfWeek7.period3Min,dayOfWeek7.period3Target,dayOfWeek7.period4Max,dayOfWeek7.period4Min,dayOfWeek7.period4Target,dayOfWeek7.period5max,dayOfWeek7.period5min,dayOfWeek7.period5target,dayOfWeek7.sector,dayOfWeek7.sector.id,id,info.capacity,info.cluster,info.eightd_has_available_keys,info.eightd_has_key_dispenser,info.index,info.installDate,info.installed,info.is_installed,info.is_renting,info.is_returning,info.last_reported,info.locked,info.num_bikes_available,info.num_bikes_disabled,info.num_docks_available,info.num_docks_disabled,info.priority,info.removalDate,info.rental_methods,info.secteur_lavage,info.secteur_redist,info.status,info.temporary,info.terminalName,label,threshold.maxMet,threshold.maxMetQty,threshold.minMet,threshold.minMetQty
90,40,65,90,40,65,100,35,70,90,40,65,100,40,75,,,110,35,60,110,10,40,85,20,35,90,40,70,100,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,65,,,90,35,70,90,35,70,90,40,60,85,40,70,100,50,80,,,340.0,23,"55,45,70,75",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,5,0,18,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,6361,Molson / Beaubien,,,,
70,20,55,70,20,55,50,10,20,85,10,50,90,55,75,,,110,55,65,110,10,20,45,10,20,70,10,50,90,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,70,35,55,70,35,55,85,20,60,85,20,60,100,20,60,,,341.0,15,"55,55,65,75",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,1,0,14,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6362,1ère avenue / Rosemont,,,2019-06-03T19:17:39-04,5
80,20,75,80,20,75,80,20,65,90,45,75,96,55,80,,,110,10,40,110,10,40,70,0,20,95,45,75,95,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,40,80,20,40,80,20,40,80,20,40,80,20,40,,,342.0,19,"40,35,60,75",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,3,1,15,0,0,,"KEY,CREDITCARD",O3,ND de Grâce,ok,,6363,de la Côte St-Antoine / Royal,,,,
70,20,50,70,20,50,70,20,50,70,20,50,90,50,80,,,90,-10,60,90,0,40,75,0,25,75,20,40,80,20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,70,20,50,70,20,50,75,20,50,75,10,50,85,30,55,,,343.0,23,"50,55,40,60",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,14,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6364,de Chambly / Rachel,,,,
100,35,80,100,35,80,100,40,70,80,40,60,80,45,65,,,110,-10,80,110,-10,80,110,25,50,100,40,75,100,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,60,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,345.0,19,"80,60,75,80",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,10,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,6366,Wilderton  / Van Horne,,,,
70,20,50,70,20,50,75,20,60,80,40,65,100,55,80,,,110,20,60,110,0,30,65,0,30,75,35,50,95,50,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,70,30,50,70,20,50,85,20,50,85,40,55,85,45,60,,,346.0,15,"50,40,65,65",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,0,15,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6367,3e avenue / Dandurand,,,2019-06-04T11:41:47-04,0
80,35,60,80,35,60,70,20,55,85,35,60,90,40,60,,,110,10,50,110,0,20,60,0,10,70,0,50,90,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,50,,,70,25,50,70,25,50,70,25,50,70,35,55,70,35,55,,,347.0,15,"50,25,40,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,8,0,7,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6368,10e avenue / Masson,,,,
65,0,40,65,0,40,70,20,50,70,0,40,50,0,30,,,110,-10,50,110,-10,50,50,0,30,60,-10,30,60,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,35,60,0,35,60,0,30,65,0,40,55,0,30,,,348.0,27,"50,30,35,40",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,22,0,5,0,0,,"KEY,CREDITCARD",O3,ND de Grâce,ok,,6369,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),2019-06-04T11:02:17-04,21,,
100,30,65,100,30,65,80,20,60,80,40,70,80,50,60,,,110,25,55,110,10,30,55,0,35,85,10,45,100,45,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,10,50,,,70,20,50,80,40,70,80,10,50,80,40,60,80,40,50,,,349.0,23,"55,30,60,65",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,1,22,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6370,d'Orléans / Masson,,,2019-06-04T11:26:50-04,0
90,20,50,90,20,50,70,20,50,85,30,50,80,35,65,,,110,35,70,110,10,30,55,0,20,70,25,55,95,35,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,50,,,70,40,50,70,40,50,70,25,55,85,40,60,85,45,50,,,350.0,31,"50,30,45,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,4,0,27,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6371,4e avenue / Masson,,,,
80,30,60,80,30,60,75,25,65,90,40,70,90,50,70,,,110,20,55,110,0,50,65,0,30,70,0,30,80,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,50,,,80,35,60,80,35,60,70,10,55,75,35,55,80,45,65,,,351.0,39,"50,30,40,60",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,14,0,25,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6372,1ère avenue / Masson,,,,
90,40,70,90,40,70,50,10,20,70,10,55,90,55,80,,,110,35,70,100,0,20,70,0,20,75,10,40,100,40,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,90,35,65,90,35,65,90,25,65,90,40,70,90,45,75,,,352.0,27,"40,55,70,70",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,3,0,24,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6373,7e avenue / St-Joseph,,,,
100,20,70,100,20,70,100,10,40,90,20,70,90,45,70,,,90,-10,60,90,-10,60,55,10,30,90,20,75,90,55,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,60,secteur_est,,100,30,60,100,30,60,90,25,50,90,35,60,90,40,60,,,353.0,23,"50,35,60,65",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,8,0,15,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6374,15e avenue / Masson,,,,
50,0,20,50,0,20,50,0,20,50,0,20,45,0,20,,,110,-10,50,110,-10,50,30,-10,10,45,-10,20,30,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,,,50,0,20,50,0,20,55,0,25,50,10,30,70,20,55,,,354.0,23,"50,20,20,25",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,0,0,23,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),,,,
80,20,60,80,20,60,80,20,70,90,40,75,85,55,70,,,100,35,65,90,10,40,65,10,30,70,0,55,85,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,50,,,70,25,50,70,25,50,70,30,50,80,50,70,80,40,60,,,355.0,3,"50,50,70,80",false,false,,,false,false,true,true,1970-01-18T19:54:00-05,false,0,0,3,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,à venir,,6376,16e avenue / St-Joseph,,,2019-05-21T11:37:00-04,1
55,0,40,55,0,40,55,20,40,65,20,50,70,30,60,,,110,-10,50,110,-10,50,15,-10,5,40,-10,35,65,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-10,10,,,55,0,20,55,20,40,60,20,40,65,20,40,65,10,40,,,356.0,23,"50,5,35,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,8,2,13,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6377,Grand Trunk / Hibernia,2019-06-04T11:02:20-04,6,,
60,0,40,75,10,40,60,-10,40,65,-10,40,80,30,60,,,110,-10,50,110,-10,50,45,-10,30,80,30,50,85,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,35,,,65,-10,35,55,-10,30,40,-10,25,60,-10,50,65,0,30,,,357.0,15,"50,3,55,65",false,false,,,true,false,true,true,1970-01-18T20:14:18-05,false,0,0,15,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,6379,de l'Église / Bannantyne,,,,
80,20,65,80,20,65,80,20,60,90,40,60,100,50,80,,,85,10,40,85,0,40,50,0,25,70,10,50,70,30,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,50,,,90,35,60,90,10,50,90,25,50,90,20,50,90,35,50,,,358.0,19,"50,40,65,75",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,0,12,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),,,,
80,20,40,80,20,40,80,20,40,80,20,50,100,50,80,,,110,35,60,110,10,50,65,5,40,80,-10,50,80,40,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,40,,,90,10,50,90,10,50,90,10,50,90,10,50,90,10,50,,,359.0,19,"50,55,55,60",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,6,1,12,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6381,Omer-Lavallée / du Midway,,,,
60,10,40,60,10,40,70,20,40,70,25,50,60,20,50,,,100,35,75,80,5,35,60,0,30,70,20,55,80,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,30,55,80,25,55,70,20,40,85,30,60,85,35,60,,,298.0,27,"50,30,40,25",false,false,,,true,false,true,true,1970-01-18T20:14:21-05,false,10,0,17,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,6383,Bourbonnière / du Mont-Royal,,,,
80,0,50,80,0,50,80,0,50,100,45,65,100,55,70,,,110,-10,50,110,-10,50,65,20,45,80,10,55,95,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,40,80,20,40,80,20,40,80,20,40,80,20,40,,,360.0,15,"50,45,55,70",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,1,0,14,0,0,,"KEY,CREDITCARD",E1,Rosemont Est,ok,,6384,Darling / Sherbrooke,,,2019-06-04T11:02:21-04,0
80,20,50,80,20,50,80,20,50,80,45,70,100,60,80,,,100,35,50,110,-10,25,100,0,3,65,-10,60,110,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,30,50,80,20,50,80,20,40,80,20,50,80,40,60,,,299.0,15,"70,20,40,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,0,1,14,0,0,,"KEY,CREDITCARD",C7,Plateau Est,ok,,6385,de Bordeaux / Gilford,,,2019-06-04T11:31:44-04,0
60,10,30,60,10,30,60,10,35,80,20,30,60,0,30,,,80,-10,50,80,-10,50,50,0,20,85,10,45,30,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,40,60,0,40,60,0,30,60,0,40,60,10,30,,,300.0,30,"50,60,65,20",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,8,0,22,1,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,6386,Métro Préfontaine (Moreau / Hochelaga),,,,
80,20,40,80,20,40,80,20,55,70,10,55,50,0,35,,,85,10,60,75,-10,50,60,0,25,65,-10,30,40,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,40,80,20,40,80,20,40,65,10,40,60,0,30,,,301.0,19,"50,60,50,55",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,12,0,7,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,6387,Métro Joliette  (Joliette / Hochelaga),2019-06-04T11:02:01-04,13,,
55,0,30,55,0,30,65,20,30,60,20,30,60,10,35,,,110,-10,50,110,-10,50,20,-10,5,50,-10,35,65,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,35,55,0,35,60,0,40,65,0,40,65,0,40,,,302.0,23,"50,10,30,45",false,false,,,true,false,true,true,1970-01-18T20:14:19-05,false,0,0,23,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,6388,d'Orléans / Hochelaga,,,,
80,20,65,80,20,65,75,35,55,75,45,60,75,35,60,,,110,-10,50,110,-10,50,90,30,60,100,35,75,90,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,30,50,80,20,50,80,30,50,85,35,60,90,40,55,,,303.0,23,"50,75,70,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,10,0,13,0,0,,"KEY,CREDITCARD",N2,Rosemont Ouest,ok,,6389,Boyer / Jean-Talon,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,80,10,55,85,5,20,45,0,20,40,-10,20,65,-10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,304.0,15,"50,2,30,40",false,false,100,,true,false,true,true,1970-01-18T20:14:23-05,false,3,0,12,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,6391,Aylwin / Ontario,,,,
50,0,25,50,0,25,45,0,30,60,0,30,55,0,30,,,110,0,30,110,0,30,65,0,20,60,0,30,60,-10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,50,0,20,55,0,20,55,0,25,60,0,30,,,305.0,19,"50,10,30,30",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,4,0,15,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,6393,Dézéry / Ontario,,,,
45,-10,20,60,-10,30,50,-10,30,65,-10,35,65,0,55,,,110,-10,50,80,-10,40,70,0,10,60,0,40,85,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,30,50,0,30,50,0,20,60,0,30,60,0,30,,,306.0,19,"50,5,30,20",false,false,100,,true,false,true,true,1970-01-18T20:14:24-05,false,0,0,19,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,6394,Valois / Ontario,,,2019-06-04T12:11:38-04,0
60,10,40,60,10,40,60,10,40,70,20,50,70,10,30,,,75,10,65,85,-10,70,85,30,65,85,35,65,80,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30,40,60,30,40,65,20,40,70,20,40,60,20,40,,,307.0,51,"50,30,30,30",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,37,0,14,0,0,,"KEY,CREDITCARD",E2,Hochelaga Ouest,ok,,6395,Métro Viau (Pierre-de-Coubertin / Viau),,,,
80,20,55,80,20,55,90,55,80,70,10,40,40,5,20,,,40,-10,20,70,-10,40,80,10,40,65,10,40,60,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,30,60,20,30,70,10,30,70,10,35,60,10,30,,,361.0,49,"50,50,50,30",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,24,0,25,0,0,,"KEY,CREDITCARD",E2,Hochelaga Ouest,ok,,6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),,,,
45,0,25,60,0,35,60,0,30,50,0,40,75,0,40,,,110,-10,50,110,10,30,80,-10,60,95,0,65,95,35,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,35,50,-10,35,55,-10,40,50,0,35,50,0,35,,,308.0,23,"50,5,10,10",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,0,0,23,0,0,,"KEY,CREDITCARD",E2,Hochelaga Ouest,ok,,6397,Marché Maisonneuve,,,,
45,0,20,45,0,20,50,0,25,50,0,25,70,0,45,,,110,-10,50,110,0,35,70,-10,50,60,-10,55,85,35,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,20,55,0,20,55,0,30,45,0,20,50,0,20,,,309.0,15,"50,5,20,20",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,0,1,14,0,0,,"KEY,CREDITCARD",E2,Hochelaga Ouest,ok,,6398,de la Salle / Ontario,,,,
60,0,40,60,0,40,60,0,40,55,0,30,30,0,10,,,100,0,55,100,0,70,80,0,10,55,-10,30,80,15,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,25,,,55,0,30,55,0,30,55,20,40,50,0,30,50,0,30,,,281.0,23,"70,10,30,60",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,1,0,22,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,6401,des Seigneurs / Notre-Dame,,,,
55,0,35,60,10,35,55,0,30,70,20,45,70,20,55,,,110,-10,50,110,-10,50,20,-10,5,35,-10,15,65,-10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,,,60,0,30,70,20,40,60,0,40,55,-10,35,65,20,55,,,282.0,23,"50,10,55,60",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,1,21,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6402,Ste-Émilie / Sir-Georges-Etienne-Cartier,,,,
80,0,50,80,0,50,70,0,30,80,-10,50,70,0,55,,,110,-10,50,110,-10,50,40,-10,20,40,-10,20,65,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,-10,30,,,80,0,50,80,0,50,55,0,30,55,0,40,70,0,40,,,283.0,23,"50,40,40,50",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,0,0,23,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6403,Georges-Vanier / Notre-Dame,,,,
60,0,30,60,0,30,60,0,20,40,0,10,55,0,30,,,60,-10,30,60,-10,25,10,-10,5,25,-10,5,40,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,-10,10,,,60,0,20,60,0,30,60,0,35,60,0,35,60,10,30,,,284.0,19,"50,10,30,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,0,18,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6404,Quesnel / Vinet,,,,
70,0,40,70,0,40,75,0,40,60,0,40,60,0,40,,,110,-10,50,110,-10,50,20,-10,5,30,-10,10,65,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,-10,15,,,70,20,35,70,20,35,50,0,35,50,0,20,50,0,25,,,285.0,19,"50,10,40,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,0,18,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6405,Duvernay / Charlevoix,,,,
30,0,5,40,-10,10,40,-10,10,40,-10,10,30,-10,10,,,30,-10,5,30,-10,5,20,-10,5,40,-10,5,40,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-10,5,,,20,-10,10,30,-10,10,30,-10,5,30,-10,5,40,-10,10,,,286.0,33,"45,30,30,30",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,11,0,22,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6406,Marché Atwater,2019-06-04T11:06:26-04,7,,
50,0,30,50,0,30,55,0,35,50,0,35,50,0,35,,,60,-10,40,60,-10,25,20,-10,5,25,-10,10,60,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-10,10,,,40,0,30,40,0,30,55,0,40,45,0,30,50,0,20,,,287.0,23,"40,20,20,30",false,false,,,false,false,true,true,1970-01-18T19:52:53-05,false,0,0,23,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,à venir,,6407,Charlevoix / Lionel-Groulx,,,,
80,35,55,80,35,55,80,20,50,70,20,55,90,20,55,,,110,-10,40,110,-10,40,35,0,10,50,0,30,60,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,80,20,40,80,20,40,80,20,60,80,20,55,80,20,50,,,288.0,17,"40,50,55,55",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,4,0,13,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6408,Métro Georges-Vanier (St-Antoine / Canning),,,,
55,-10,30,55,-10,30,60,10,40,55,20,30,50,0,35,,,100,20,70,100,20,70,30,-10,10,55,0,30,60,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,60,20,40,60,20,40,60,20,40,60,0,50,60,0,30,,,370.0,3,"70,25,35,65",false,false,,,false,false,true,true,1970-01-18T19:52:46-05,false,0,0,3,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,à venir,,6409,Lionel-Groulx / George-Vanier,,,,
80,10,60,80,10,60,90,10,50,80,10,40,80,0,40,,,85,10,65,90,10,60,85,25,50,80,20,55,60,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,388.0,15,"50,55,55,40",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,6,0,0,,"KEY,CREDITCARD",N4,Ahuntsic Ouest,ok,,6410,Métro Crémazie (Crémazie / Lajeunesse),,,,
